area,n_quartos,n_banheiros,vizinhanca,ano_contrucao,preco
187.76,3,1,Rural,1970,117589.73
212.1,5,3,Rural,2020,216425.54
217.86,5,3,Suburbio,1978,414540.64
99.96,5,3,Urbano,1988,168092.89
198.16,4,1,Rural,1959,249824.11
168.71,5,1,Suburbio,1982,236279.08
176.05,5,3,Urbano,1967,228823.39
153.29,4,1,Suburbio,1980,315079.55
143.63,4,1,Urbano,1999,239063.93
227.24,5,2,Rural,2019,257006.76
129.41,5,3,Suburbio,1985,136056.24
209.78,3,2,Rural,1956,269927.88
218.6,5,3,Suburbio,2006,216198.14
254.09,4,1,Urbano,1954,326982.94
123.0,2,1,Rural,1983,226553.07
106.84,5,1,Rural,1973,173522.21
238.67,2,3,Urbano,1963,272827.37
247.03,5,1,Urbano,2010,354764.3
174.47,5,1,Suburbio,1996,267622.06
190.92,3,1,Urbano,1978,156685.48
118.08,5,2,Urbano,1962,164324.42
170.48,4,1,Suburbio,1996,185754.81
264.31,5,2,Rural,1960,331889.85
247.03,2,1,Suburbio,1966,253619.27
273.79,5,1,Rural,1997,379431.95
127.0,4,1,Urbano,2018,130822.86
233.65,5,3,Suburbio,1966,234329.96
217.3,2,1,Suburbio,1980,244119.27
147.62,5,1,Suburbio,1986,70339.16
147.44,3,2,Urbano,1960,154384.08
145.95,5,1,Urbano,1973,170446.08
243.41,2,3,Urbano,2002,433963.63
222.13,2,1,Urbano,1962,247279.89
100.24,2,3,Suburbio,1964,234087.41
270.26,3,2,Rural,1965,326366.79
203.92,5,2,Rural,1983,257318.87
116.78,2,3,Rural,2008,202697.27
118.73,3,3,Suburbio,1992,114850.95
139.63,3,3,Rural,1972,136892.72
256.04,2,3,Urbano,1996,289754.35
144.65,4,3,Suburbio,2015,148944.0
138.43,5,3,Rural,1996,163193.22
242.29,2,1,Suburbio,1967,272931.87
145.39,5,3,Rural,1989,176534.11
265.89,3,1,Suburbio,1969,231158.32
256.04,5,2,Urbano,1974,357435.82
270.91,4,3,Rural,1952,299037.51
219.25,5,2,Suburbio,1980,320354.15
141.21,2,1,Urbano,1996,190205.38
123.1,2,3,Urbano,2019,165660.22
203.92,2,1,Urbano,1980,244355.22
100.61,5,3,Suburbio,1977,91862.6
266.17,2,3,Suburbio,2006,351106.34
170.94,5,3,Urbano,1996,234084.16
236.62,5,3,Suburbio,2009,271045.55
232.63,2,1,Urbano,1977,308063.83
238.48,4,1,Rural,1970,287810.41
226.78,2,2,Urbano,1998,240091.98
219.44,3,3,Suburbio,2010,240968.51
262.36,3,2,Suburbio,1953,263297.08
122.54,4,2,Rural,1951,170411.26
121.05,3,2,Suburbio,2005,88640.0
213.21,4,1,Suburbio,1980,238538.0
156.91,5,2,Urbano,1971,215530.19
198.53,3,3,Urbano,2004,224412.24
130.62,4,3,Suburbio,1972,184916.88
190.36,2,3,Urbano,2001,258999.27
209.96,3,2,Urbano,1960,163043.13
216.74,3,2,Rural,2009,246771.87
156.36,4,2,Suburbio,2009,111167.97
114.46,5,3,Suburbio,2018,226361.2
187.76,4,1,Rural,1976,254827.01
143.81,4,2,Urbano,1952,151292.46
212.56,3,1,Suburbio,1971,218625.05
189.15,4,2,Rural,1984,261685.93
138.89,2,1,Rural,1992,144222.39
217.3,4,3,Suburbio,2020,307736.63
150.22,2,3,Urbano,2016,162224.05
247.22,2,2,Urbano,1994,290950.28
171.59,4,2,Suburbio,2006,181408.55
186.27,5,3,Urbano,1979,214849.29
128.49,2,1,Rural,1961,182914.16
187.29,2,1,Rural,2012,323515.65
152.45,2,3,Suburbio,1997,157399.35
122.17,5,2,Suburbio,1983,102453.31
116.59,4,2,Suburbio,2000,70652.18
133.78,5,2,Suburbio,1976,237345.25
198.63,4,3,Rural,2018,277786.66
120.59,2,2,Suburbio,1960,135907.71
177.82,3,2,Urbano,1999,142064.37
199.46,2,1,Urbano,1959,285538.72
116.59,4,3,Suburbio,1974,213338.57
153.29,5,2,Suburbio,1955,168196.99
254.65,2,3,Urbano,1969,296738.37
97.18,2,1,Suburbio,1964,161414.11
255.67,4,3,Suburbio,1953,230554.53
265.15,4,3,Urbano,2017,252046.34
176.7,3,1,Urbano,1993,228746.27
135.82,2,3,Rural,1954,131395.75
220.46,2,2,Urbano,1967,293904.34
199.37,2,3,Rural,1974,216883.78
95.69,3,2,Suburbio,1952,150427.43
97.92,3,1,Rural,1962,87366.32
107.02,2,2,Rural,1958,135372.54
135.17,4,2,Suburbio,1977,158511.27
119.38,5,1,Urbano,1957,148038.27
96.15,2,2,Suburbio,1959,114671.56
168.8,2,2,Rural,1980,186818.6
272.48,2,3,Urbano,2012,321713.32
261.99,4,2,Urbano,1993,247290.14
273.69,3,1,Rural,2017,323673.44
270.16,5,3,Rural,1965,331219.71
116.59,5,3,Rural,1950,242137.14
109.35,3,2,Suburbio,2017,125428.1
238.85,2,3,Urbano,1999,182437.86
211.54,2,1,Rural,1979,297592.51
140.01,5,1,Urbano,1977,267480.78
250.56,5,2,Urbano,2012,346773.09
94.76,2,2,Suburbio,1963,152360.28
262.82,4,1,Urbano,1995,206510.25
99.78,2,1,Suburbio,2000,84617.95
159.61,4,1,Urbano,1953,212180.0
135.55,2,3,Urbano,2014,255917.13
204.48,5,2,Rural,2008,275802.85
223.43,2,2,Urbano,1971,194621.66
191.38,2,1,Suburbio,1960,204675.03
278.15,3,1,Rural,2020,297233.14
199.09,2,2,Rural,1976,331054.25
272.95,2,3,Suburbio,2010,352527.88
151.34,2,2,Rural,1977,119121.62
92.9,5,2,Suburbio,1952,75524.15
254.93,2,2,Suburbio,1992,343444.35
179.77,4,1,Suburbio,1984,270448.01
121.7,4,2,Rural,2000,166579.95
207.27,2,2,Rural,1982,244536.71
202.25,5,2,Suburbio,1989,280667.23
163.6,4,2,Rural,1997,236474.39
156.26,2,3,Rural,2017,159332.34
122.07,2,3,Urbano,1997,146100.04
121.33,4,1,Urbano,2016,140463.03
234.77,5,2,Suburbio,2000,257792.1
150.32,5,1,Rural,2002,181310.05
248.79,4,2,Suburbio,2018,312121.27
236.25,2,1,Rural,1968,338835.49
244.24,5,2,Urbano,2012,254306.34
272.48,3,3,Suburbio,1989,311341.07
196.95,2,3,Suburbio,1990,297813.0
233.47,5,2,Urbano,2012,257928.76
93.46,2,1,Suburbio,1973,154.78
260.96,3,2,Urbano,1990,345961.53
189.06,4,2,Rural,2019,314026.72
140.56,3,2,Rural,2005,153321.85
275.83,2,3,Urbano,2014,363110.23
125.23,4,1,Rural,1978,174379.31
178.0,3,3,Rural,2021,159450.6
188.59,5,2,Urbano,2016,283968.26
139.26,3,1,Suburbio,1964,224192.67
136.94,2,1,Urbano,1957,152043.01
141.49,5,3,Urbano,1966,226864.06
267.1,3,2,Rural,2014,273964.36
193.24,2,2,Urbano,1975,246148.47
147.62,4,1,Suburbio,1997,207068.58
242.38,3,3,Rural,2005,284984.8
114.46,4,3,Urbano,2012,96639.14
166.3,5,2,Suburbio,1963,217014.99
190.73,4,3,Suburbio,2013,256132.02
126.91,2,1,Urbano,1976,102901.87
264.68,5,2,Suburbio,1980,365439.7
244.34,3,1,Suburbio,1990,253314.07
264.12,4,3,Suburbio,1998,301577.16
98.01,5,2,Rural,1956,76507.61
93.74,5,1,Rural,2005,155328.95
272.95,3,2,Suburbio,1977,447379.23
106.47,3,2,Urbano,1979,119416.52
126.63,3,1,Rural,1981,117565.95
243.59,3,2,Urbano,1991,267601.73
116.31,4,2,Rural,1969,156976.04
252.88,5,2,Urbano,1966,329480.45
180.14,3,1,Suburbio,1967,264991.82
257.16,5,1,Suburbio,1950,346249.54
211.45,5,2,Suburbio,2003,235846.43
229.1,2,1,Suburbio,2009,282949.92
161.19,2,2,Rural,2013,103760.09
124.4,3,3,Rural,1958,122207.18
235.88,3,3,Rural,1987,241103.52
220.74,2,3,Suburbio,2016,250890.04
150.78,5,1,Rural,1989,97451.88
158.31,3,2,Suburbio,1953,230998.17
248.61,4,1,Urbano,1961,240827.42
122.82,3,3,Suburbio,1987,187734.35
200.95,3,3,Rural,2004,306686.2
172.8,4,2,Suburbio,1979,331135.88
276.29,3,2,Urbano,1981,236787.39
229.28,5,2,Urbano,1986,323091.97
101.64,4,1,Rural,1968,115849.62
144.19,4,1,Urbano,1963,204179.07
226.96,2,2,Rural,2017,241583.76
235.7,5,1,Rural,1956,238898.67
166.2,2,1,Suburbio,1953,194658.98
201.88,5,3,Suburbio,1985,270440.1
144.19,3,3,Rural,1953,261779.59
220.55,2,2,Rural,2002,180247.05
103.59,3,2,Urbano,1950,129205.23
151.53,3,2,Urbano,1982,127499.12
209.96,2,3,Urbano,1985,219887.69
117.89,2,1,Rural,1951,165509.28
172.8,3,1,Suburbio,1992,187105.56
119.85,3,3,Urbano,1953,170412.41
228.26,5,2,Urbano,1986,354740.29
93.65,3,2,Urbano,1958,91523.17
257.71,4,2,Rural,1977,230241.69
151.34,3,2,Urbano,1960,135647.3
173.08,3,1,Suburbio,1995,191135.24
264.77,3,2,Urbano,2015,131295.88
264.5,2,3,Rural,1962,322235.59
136.94,2,2,Suburbio,1952,317028.07
236.44,4,1,Suburbio,1950,179968.06
142.7,3,2,Suburbio,2003,103072.92
156.45,5,2,Suburbio,2003,187215.58
256.41,5,1,Rural,2014,354584.09
188.96,3,3,Rural,1993,198857.86
149.76,3,1,Urbano,1979,173817.21
165.0,3,1,Suburbio,2014,179209.87
271.83,3,2,Rural,1992,290171.27
218.32,3,1,Suburbio,2019,274771.72
274.34,2,2,Suburbio,2018,321763.6
148.09,4,1,Suburbio,1974,277207.66
118.45,2,1,Suburbio,1991,211582.94
127.18,5,2,Rural,1965,107089.17
233.47,2,1,Rural,1995,259968.17
124.86,2,1,Urbano,1971,179028.19
259.76,4,2,Suburbio,2008,294735.74
127.0,5,1,Urbano,2008,90506.07
256.04,5,1,Rural,1961,269584.41
216.84,3,2,Suburbio,1978,250551.27
160.72,4,1,Urbano,1979,138452.68
243.78,2,3,Rural,1998,303120.49
233.0,2,1,Rural,1999,174878.02
94.2,2,1,Urbano,1963,50615.62
163.23,5,1,Urbano,2012,189398.39
156.73,5,2,Urbano,2003,205987.72
93.18,2,2,Urbano,1953,148907.3
266.54,5,3,Rural,1990,266018.68
222.87,3,2,Suburbio,1997,242922.36
222.22,2,3,Suburbio,1985,221620.74
231.14,2,1,Urbano,2013,228360.65
142.33,3,1,Suburbio,1960,192584.1
254.83,5,1,Rural,2018,332022.66
184.41,2,1,Urbano,2020,270577.48
200.67,3,3,Urbano,1993,243209.74
170.29,4,3,Suburbio,1967,135952.19
126.53,3,1,Rural,1988,199089.4
278.52,2,1,Suburbio,2009,159706.03
274.44,3,2,Suburbio,1998,302764.78
208.01,5,1,Urbano,1991,308913.86
222.13,2,3,Suburbio,1988,222449.48
103.68,2,3,Rural,1964,21580.37
204.57,5,2,Suburbio,2003,284027.02
210.8,5,1,Urbano,2015,265222.6
104.7,5,2,Urbano,1994,205883.07
221.2,4,3,Urbano,2016,284550.76
100.06,2,2,Rural,1974,104313.26
161.65,2,2,Suburbio,1979,197051.28
215.16,2,3,Suburbio,1959,342349.62
164.72,3,1,Suburbio,1961,180826.2
100.43,2,2,Suburbio,1969,160586.93
124.58,2,2,Rural,1974,163580.74
219.34,5,3,Urbano,1965,210832.2
168.9,5,3,Suburbio,1989,210094.45
146.51,5,2,Suburbio,1995,293715.56
101.73,2,3,Suburbio,1985,190084.3
201.41,5,1,Rural,1979,275536.43
146.42,4,2,Suburbio,2014,184857.63
141.21,5,1,Urbano,2005,108642.32
224.83,4,3,Rural,1999,336444.6
185.34,3,1,Suburbio,1958,333746.81
125.98,4,1,Urbano,1961,235451.95
110.09,4,2,Rural,1974,187171.75
250.19,3,3,Urbano,2016,269274.64
143.26,4,3,Suburbio,2011,144181.71
106.84,2,1,Urbano,1968,94926.11
217.58,2,2,Suburbio,2013,200846.14
257.99,5,2,Suburbio,1968,344493.08
250.0,5,1,Rural,2005,352029.38
193.42,5,2,Suburbio,1952,205679.34
93.74,5,2,Rural,2011,107218.56
172.43,2,3,Suburbio,1969,208551.56
199.46,5,3,Suburbio,1978,171735.16
125.88,4,3,Urbano,1984,167732.7
220.09,3,3,Rural,1992,285869.6
166.58,4,2,Rural,1952,238703.62
114.83,3,1,Urbano,1954,167828.06
123.75,2,2,Urbano,2008,106400.26
94.39,3,1,Suburbio,1990,84270.59
227.33,5,1,Urbano,1951,148618.91
122.91,2,1,Urbano,1979,128694.32
94.95,5,2,Urbano,1979,119359.31
179.3,4,1,Suburbio,1986,191915.93
135.45,4,3,Rural,2021,249104.11
230.68,5,2,Suburbio,2018,313682.09
141.21,3,1,Suburbio,1981,150115.39
159.61,4,1,Urbano,1996,200049.21
144.56,3,1,Suburbio,1966,219145.74
227.06,4,3,Urbano,1977,339419.53
277.59,5,3,Suburbio,1959,302583.94
130.25,5,3,Urbano,1975,152047.05
218.69,4,3,Urbano,2009,237140.41
135.27,4,3,Rural,2005,140388.33
232.82,3,2,Rural,1972,195816.13
234.21,3,2,Rural,1963,260245.75
190.45,3,3,Suburbio,2011,294982.12
129.69,5,1,Suburbio,2016,234078.86
276.48,4,2,Rural,1979,345766.15
205.41,2,3,Rural,1989,318174.97
105.82,3,3,Urbano,2016,169299.09
141.21,2,3,Rural,1968,200531.36
162.12,5,1,Urbano,1962,259882.63
101.36,3,2,Urbano,2016,160767.8
99.96,3,2,Suburbio,2021,13680.06
171.96,2,3,Suburbio,2000,258138.33
210.61,2,2,Suburbio,1996,267385.46
171.31,4,1,Suburbio,1956,168284.18
154.78,2,1,Suburbio,2020,208691.37
255.76,5,2,Suburbio,2017,298399.88
181.9,3,1,Suburbio,2017,267968.13
184.69,2,3,Urbano,1990,290477.26
166.85,5,3,Rural,1997,218633.89
249.44,2,3,Suburbio,1967,333792.63
266.07,2,1,Rural,1992,310384.76
100.99,2,3,Rural,1985,127314.36
245.36,4,2,Suburbio,2017,332936.84
177.82,3,1,Urbano,1977,219001.77
215.26,3,2,Rural,2000,268224.74
101.64,3,3,Suburbio,1953,209765.45
211.45,4,1,Urbano,1958,368698.82
144.0,2,1,Suburbio,2015,193802.91
129.88,3,2,Suburbio,2001,155300.77
164.07,3,2,Rural,1990,275462.63
192.96,2,2,Suburbio,1964,268723.04
274.16,3,2,Suburbio,2016,351533.11
115.39,2,1,Urbano,2018,122744.08
198.16,4,3,Rural,1974,248032.65
259.11,3,2,Rural,1986,271636.81
150.78,3,1,Suburbio,1953,229505.81
251.67,2,2,Suburbio,2018,312471.6
157.94,5,3,Rural,1964,142676.05
208.47,4,3,Suburbio,2002,198196.13
258.64,3,2,Suburbio,1959,376515.42
145.21,2,2,Suburbio,1997,184263.88
107.86,4,1,Rural,2000,254042.27
277.97,2,1,Rural,2020,318287.16
96.06,5,1,Urbano,1986,236455.19
182.55,3,2,Urbano,1989,182778.36
96.25,5,2,Suburbio,2019,131323.87
171.41,3,2,Urbano,1983,218779.48
169.83,5,3,Suburbio,1951,169007.89
150.69,3,3,Urbano,1962,208170.86
222.32,2,2,Suburbio,1971,291398.55
204.39,4,1,Suburbio,1996,303411.22
141.21,3,1,Rural,1995,189819.34
213.49,3,2,Rural,1994,258572.62
246.75,2,1,Urbano,1989,378176.34
102.57,5,2,Suburbio,1959,120311.48
107.3,3,3,Suburbio,1977,187918.27
124.03,5,1,Rural,1987,201967.38
190.36,2,3,Suburbio,1989,204074.3
274.71,3,3,Rural,1987,313391.97
120.31,4,2,Urbano,1960,141807.02
237.83,3,3,Rural,1953,219852.04
220.92,2,1,Suburbio,2020,186745.9
175.12,5,2,Rural,1990,166262.0
99.22,3,2,Rural,1956,100726.79
218.32,2,1,Rural,1966,133603.91
106.84,2,3,Rural,1990,96445.65
172.43,2,2,Suburbio,1983,239871.35
146.42,5,2,Rural,1958,318766.73
154.31,5,2,Suburbio,1969,149374.84
217.67,4,1,Urbano,1959,208584.54
163.14,4,1,Rural,1972,292406.24
134.8,3,2,Suburbio,1952,156788.76
145.77,2,2,Urbano,1995,195221.25
250.0,4,1,Urbano,1987,379704.34
198.35,5,3,Rural,1993,264863.53
151.8,2,2,Suburbio,2002,196561.53
230.86,3,1,Rural,1971,277653.45
268.3,2,3,Suburbio,1967,349753.83
277.5,4,3,Rural,1953,324779.71
126.44,4,1,Rural,2003,238284.63
111.67,2,2,Suburbio,1954,141063.37
138.05,5,1,Rural,2010,224675.94
232.54,2,1,Rural,1975,202917.5
93.18,2,3,Rural,2006,17480.12
199.93,2,2,Suburbio,1990,219683.12
190.36,2,3,Urbano,1973,180912.34
167.23,2,1,Rural,1982,183373.13
183.58,5,1,Urbano,2020,297797.71
95.32,3,2,Rural,1993,102631.03
191.84,3,1,Rural,2015,271550.65
182.46,4,1,Rural,1973,305713.28
242.11,5,3,Urbano,1996,307564.76
98.76,2,2,Rural,1976,104714.42
190.27,5,1,Rural,1963,242956.62
99.5,3,2,Suburbio,1979,140296.47
232.72,2,2,Urbano,1981,170537.21
269.05,5,3,Suburbio,1983,325851.28
176.42,4,3,Urbano,1996,145012.38
117.71,3,1,Urbano,1995,156826.61
264.68,2,1,Urbano,1984,372118.5
101.64,2,2,Suburbio,1986,186581.05
129.51,2,3,Urbano,1978,197763.63
173.54,2,1,Rural,2006,153060.65
126.63,2,2,Urbano,2007,69301.2
217.21,2,2,Urbano,1960,254840.4
103.68,5,3,Urbano,1998,104092.63
108.05,4,1,Rural,1991,83184.84
174.29,5,1,Rural,2003,204584.98
166.2,5,1,Urbano,1998,270462.51
146.42,2,3,Urbano,1985,220767.63
121.24,2,2,Rural,2007,185565.99
164.53,5,1,Rural,1950,171223.27
256.69,3,3,Urbano,1958,216548.94
111.39,2,1,Rural,1950,93343.75
255.95,2,1,Suburbio,1985,286124.93
109.53,3,3,Rural,1958,188831.33
126.07,5,1,Rural,2002,177315.64
161.56,3,1,Suburbio,2006,157083.94
211.35,2,2,Rural,2010,212620.27
215.72,4,3,Suburbio,1963,301643.26
269.05,3,1,Suburbio,2000,350851.8
132.76,3,2,Rural,2003,210134.21
188.31,2,1,Urbano,1978,262576.81
153.48,3,1,Suburbio,2010,105875.88
155.8,2,2,Suburbio,2018,162009.13
116.41,4,1,Urbano,1954,159056.84
180.23,4,2,Rural,1962,226628.11
249.72,5,2,Urbano,2010,254329.65
241.73,2,2,Urbano,1997,292558.01
240.62,4,1,Suburbio,2007,323799.47
196.86,2,3,Urbano,1983,270617.92
108.33,3,3,Urbano,1972,116757.6
265.33,3,1,Urbano,1951,256101.05
218.69,2,2,Rural,1985,249698.05
271.37,2,3,Urbano,1952,304783.63
182.46,3,2,Rural,1990,244119.42
270.44,2,3,Rural,1990,343461.35
172.15,3,1,Urbano,1988,243507.73
193.7,5,3,Rural,1989,170964.65
108.98,5,1,Rural,1981,206239.01
211.45,5,2,Urbano,1989,274071.1
230.77,2,2,Rural,1967,273790.04
150.78,3,1,Urbano,1973,177277.26
207.92,4,3,Suburbio,1967,266834.88
210.15,4,2,Suburbio,1953,322520.98
131.37,3,1,Urbano,1955,176990.49
161.47,3,1,Rural,1999,190957.8
256.88,3,3,Suburbio,1975,312595.8
257.16,3,3,Urbano,2003,315634.61
155.52,3,1,Urbano,2006,177993.81
104.52,4,3,Suburbio,1950,185461.34
180.23,5,1,Suburbio,1963,142502.75
116.31,3,2,Suburbio,1971,164249.93
266.45,2,1,Rural,2018,321138.01
276.2,5,3,Urbano,1964,388942.71
254.0,4,3,Rural,1984,266967.34
111.11,3,3,Urbano,1980,70413.84
246.84,2,3,Suburbio,1987,340754.29
131.18,4,1,Rural,2000,177193.76
230.31,5,1,Rural,1984,238021.01
164.9,5,1,Urbano,2007,160564.09
192.96,2,1,Suburbio,2003,238779.35
248.05,3,3,Suburbio,1955,345633.61
219.44,2,2,Suburbio,1995,297730.01
221.3,2,2,Rural,2012,237524.56
201.97,4,3,Rural,2021,124899.54
197.23,2,2,Suburbio,1986,165094.03
114.55,2,1,Rural,2011,93800.94
238.48,5,2,Suburbio,1980,331319.96
193.7,4,1,Urbano,2020,191013.82
275.36,3,1,Urbano,2003,324457.36
111.02,5,1,Rural,2013,178930.89
143.16,2,3,Urbano,1983,160734.48
258.08,3,1,Urbano,1966,371615.52
197.79,4,3,Urbano,2011,304960.93
120.22,5,3,Urbano,2013,89614.69
152.73,3,2,Rural,2019,134601.16
229.84,2,2,Urbano,1962,257397.77
237.55,2,2,Urbano,1971,175834.75
107.3,3,3,Suburbio,2021,183300.8
130.53,5,3,Urbano,2009,203506.21
176.05,3,1,Suburbio,1960,221942.98
160.26,2,3,Urbano,2002,171201.32
161.37,4,1,Urbano,2000,138133.39
166.85,5,2,Suburbio,2000,247573.58
251.4,2,3,Urbano,1959,225807.71
144.28,2,1,Suburbio,2016,136636.27
241.08,3,1,Rural,2010,189188.79
127.65,2,3,Rural,1981,28916.21
242.66,5,2,Rural,2005,301528.71
135.08,3,1,Rural,2002,111632.11
111.58,4,3,Urbano,1980,138059.74
255.95,2,3,Rural,1995,301395.75
229.94,5,1,Suburbio,1974,266384.16
205.32,5,1,Urbano,1982,307828.01
244.43,4,1,Suburbio,2001,321965.93
172.15,5,3,Rural,1985,234686.66
160.07,5,3,Suburbio,1991,149077.46
222.13,4,3,Rural,2009,323272.43
124.4,2,2,Urbano,1983,145722.27
117.15,5,2,Suburbio,1968,153268.24
266.07,3,3,Rural,2021,378854.27
273.79,5,1,Rural,1961,231200.62
242.66,3,3,Urbano,2016,204180.45
143.26,5,3,Rural,1987,210525.63
144.0,2,2,Rural,1963,302374.96
216.37,5,3,Suburbio,2003,342290.0
266.54,3,1,Rural,2007,309359.9
255.39,5,2,Suburbio,2011,347733.03
152.08,3,3,Rural,1994,194556.15
108.14,4,2,Suburbio,1958,166046.7
163.23,5,1,Rural,2017,206995.81
150.5,5,1,Rural,2014,179041.15
196.12,3,3,Suburbio,2008,275686.71
206.52,3,3,Rural,1953,240701.6
213.12,2,2,Suburbio,1976,281239.72
97.55,4,1,Suburbio,2006,113662.72
138.24,3,3,Urbano,2008,151477.57
111.21,2,1,Rural,1993,100805.71
190.08,3,3,Urbano,1951,169886.17
154.59,4,3,Urbano,1974,217161.8
208.66,4,1,Rural,2003,259779.47
275.46,4,3,Urbano,1983,248253.24
208.47,4,3,Rural,1971,158533.53
154.41,5,3,Urbano,1959,217236.46
117.52,4,3,Rural,1953,114105.81
99.59,4,3,Rural,1961,106746.59
269.79,2,3,Suburbio,2003,299091.27
99.96,4,3,Urbano,1975,111027.2
143.35,3,3,Rural,1968,160693.61
174.66,3,2,Suburbio,1999,261586.47
133.22,3,3,Urbano,1990,149365.79
274.99,5,3,Suburbio,1984,249329.38
193.98,3,2,Rural,1962,213533.63
277.22,4,2,Suburbio,1997,336400.38
125.98,5,1,Rural,2015,226787.2
179.77,4,1,Urbano,1967,246333.2
94.48,2,1,Rural,1950,31952.19
155.61,4,1,Suburbio,1985,274055.42
262.17,3,2,Urbano,2000,299877.47
240.53,2,1,Suburbio,1983,281677.66
146.23,2,3,Suburbio,1993,175300.67
259.39,2,2,Suburbio,1983,314485.9
162.58,2,3,Suburbio,2013,117383.25
228.45,5,1,Urbano,2014,330367.07
185.34,4,1,Urbano,1985,175543.03
228.91,2,3,Suburbio,1982,267555.63
188.78,5,1,Suburbio,2006,281340.93
231.61,5,1,Rural,1960,268431.65
151.53,5,1,Rural,1981,177491.67
220.27,4,1,Urbano,1986,244884.7
243.87,2,3,Urbano,1994,229493.62
127.37,4,1,Rural,1994,175883.96
182.93,5,2,Suburbio,1965,243414.14
264.5,5,3,Suburbio,1951,375585.73
204.2,4,3,Suburbio,2013,207398.47
235.79,5,2,Suburbio,1956,230208.65
200.02,5,1,Urbano,1974,279378.89
240.53,3,3,Rural,1959,326051.02
215.16,5,2,Urbano,2004,205182.16
252.6,4,2,Suburbio,1953,399393.14
274.06,2,2,Suburbio,1962,346192.18
125.61,2,3,Urbano,2011,186017.35
113.62,4,2,Urbano,2008,155428.11
236.62,4,2,Suburbio,1964,327513.2
181.44,5,2,Suburbio,1974,326365.57
253.63,4,3,Suburbio,2011,224568.84
258.46,4,2,Suburbio,2016,254116.59
235.23,5,3,Urbano,1990,242586.77
127.0,3,3,Urbano,2010,133696.3
249.82,3,2,Urbano,1999,242543.79
242.76,5,1,Urbano,1952,314568.85
248.52,3,3,Suburbio,1964,275261.12
234.39,3,2,Suburbio,1953,255915.75
196.3,5,3,Rural,2019,245083.28
153.75,3,2,Suburbio,2001,192930.51
276.11,4,2,Urbano,1969,428009.7
194.63,3,1,Urbano,1999,259973.76
133.04,3,3,Suburbio,1952,159565.95
251.95,4,3,Urbano,1999,357075.89
220.27,4,3,Suburbio,2018,271505.94
212.38,2,3,Rural,1954,199063.72
213.12,5,2,Rural,2003,263562.19
140.1,2,3,Suburbio,2006,198412.06
140.01,2,1,Rural,1961,191360.45
150.13,3,3,Rural,1969,176503.13
131.83,4,2,Rural,1951,104073.0
194.63,2,2,Rural,1968,225754.97
99.69,5,2,Suburbio,1954,102827.99
248.79,2,2,Rural,1955,347651.66
234.67,3,2,Suburbio,1962,316441.95
146.14,2,3,Urbano,1977,156710.83
106.37,4,3,Suburbio,1957,56075.54
97.08,4,2,Suburbio,1977,74150.81
256.78,5,2,Rural,1950,333377.02
197.7,2,3,Suburbio,1994,154330.0
198.07,4,2,Suburbio,1991,200092.52
217.39,2,2,Rural,1976,316905.01
104.05,2,1,Urbano,2011,171214.51
234.3,4,1,Suburbio,2001,225124.46
191.94,4,1,Urbano,1966,271871.48
275.27,3,1,Suburbio,2013,320732.59
102.01,3,2,Urbano,2001,90076.5
158.4,5,2,Rural,1995,106245.83
121.7,5,2,Suburbio,1979,159688.43
207.82,5,2,Rural,1985,264989.46
230.96,2,1,Urbano,2006,319395.54
256.78,5,3,Rural,1992,344521.26
132.11,4,2,Urbano,1954,103460.82
224.08,5,2,Urbano,1984,277742.69
252.7,2,3,Suburbio,2000,455088.64
198.35,3,3,Suburbio,1988,122008.87
272.58,2,3,Suburbio,2004,291355.31
267.75,4,1,Suburbio,1971,336471.4
118.08,5,2,Suburbio,1958,162967.8
169.46,5,1,Rural,1991,211360.82
197.42,4,1,Rural,1961,271646.31
112.32,5,3,Rural,1958,147086.49
161.47,3,3,Suburbio,2003,225844.62
166.48,2,1,Suburbio,1952,187646.41
189.99,2,3,Urbano,1977,185326.82
163.42,4,3,Rural,1977,206684.12
107.58,3,3,Urbano,1990,137553.99
270.72,4,1,Suburbio,1979,216511.27
161.65,4,1,Rural,1991,191680.53
274.34,3,2,Rural,2018,382578.09
124.68,4,3,Suburbio,1984,122238.56
225.1,2,1,Urbano,1978,268573.01
230.12,5,3,Rural,1975,225288.02
157.75,2,2,Rural,2005,185061.68
201.23,5,2,Suburbio,1973,335240.48
266.91,5,2,Urbano,1995,395516.26
268.77,2,2,Suburbio,1987,296467.35
129.69,4,2,Rural,1996,247997.73
142.61,3,3,Suburbio,1967,129272.84
105.91,5,2,Rural,1959,113869.71
182.09,3,1,Suburbio,1991,215820.95
115.11,3,3,Suburbio,2010,172661.48
119.94,5,3,Suburbio,1989,135641.66
168.71,3,2,Rural,1970,209274.91
100.43,3,2,Urbano,1952,144095.27
144.84,4,3,Suburbio,1958,163962.18
268.3,3,1,Suburbio,2002,256718.67
173.64,2,3,Rural,1992,278985.96
108.7,5,2,Rural,2013,190117.63
259.85,4,2,Rural,2011,285615.88
183.58,2,1,Rural,1970,213433.79
146.69,3,1,Suburbio,2013,180326.33
141.68,3,1,Suburbio,1954,108487.74
143.16,2,2,Suburbio,2004,135593.49
103.03,2,1,Suburbio,2006,85714.81
207.64,4,1,Rural,1993,349157.49
260.04,3,2,Suburbio,1960,393628.18
228.63,3,3,Rural,1960,327137.1
122.73,3,1,Rural,1951,116284.67
